"","X","MC.._past","Symbol_past","Price_past","BTC_past","X1h_past","X24h_past","X7d_past","X14d_past","X30d_past","X45d_past","X90d_past","X200d_past","Mkt..Cap_past","MCAP.BTC_past","X24h.Vol_past","X24h.Vol.BTC_past","Circ..Supply_past","Total.Supply_past","Max..Supply_past","Team_past","Advisors_past","Brand.Buzz_past","Product_past","Coin_past","Social_past","Communication_past","Business_past","GitHub_past","Age..mo._past","Winning.months_past","Start.price_past","CMGR....3mo_past","Cum..ROI_past","Avg..volume_past","ATH_past","X..fm..ATH_past","ATH..BTC._past","X..fm..ATH..BTC._past","Name","Mkt.BTC_c","growth8mth","BTCprice_change","BTCmcap_change","success"
"65",65,1013,"ANC",0.1824,2.30276862477749e-05,-0.11,3.79,-45.15,"-63.67","-79.39","-81.58","-90.59","-84.09",384910,384910,1355,1355,2110000,"2,110,317",NA,51.65,14,0,50,84,52,5,100,50,"67","67",0.0281,"- 31.17","1942.47",494,11.97,-98.48,0.0112,-99.79,"Anoncoin",48.5942254036789,-1.93409468882256e-05,-83.9899705081942,-83.9770401325032,0
"66",66,487,"CPX",0.0089,1.12360969081796e-06,-0.01,-3.47,11.81,"5.89","-6.36","-16.96","-75.61","-83.97",4130000,4130000,106010,106010,464082000,"676,989,090",NA,67.55,49,50,35,92,70,70,100,50,"10","10",0.161,"- 43.13","- 95.82",532716,0.3318,-97.32,3.435e-05,-96.74,"Apex",521.405395851482,-7.62950405644666e-07,-67.9017288547284,-66.695632934195,0
"67",67,318,"APIS",0.002,2.52496559734374e-07,-1.14,20.51,-14.09,"-0.42","-25.35","-48.92","-47.89","-65.7",9690000,9690000,54900,54900,4.873e+09,"9,520,000,000",NA,62.3,83,100,50,76,84,5,100,15,"8","8",0.0037,"- 22.51","- 55.91",1507374,0.0146,-86.37,2.21e-06,-88.7,"APIS",1223.34583191304,-1.857078032208e-07,-73.5486469265818,-51.3011208637997,0
"68",68,174,"APL",0.0015,1.8937241980078e-07,-0.5,5.13,2.58,"-22.00","88.70","89.77","11.61","11.61",22500000,22500000,1160000,1160000,1.4685e+10,"21,165,096,531",NA,90.2,NA,NA,90,100,82,100,100,90,"6","6",0.0018,"7.31","- 4.34",911827,0.0091,-83.24,1.43e-06,-86.74,"Apollo Currency",2840.5862970117,-8.25104093790627e-08,-43.5704467767075,-47.4264662469662,0
"69",69,1206,"XAP",0.001,1.26248279867187e-07,-0.12,-20.37,-19.55,"-56.15","-67.11","-70.37","-88.94","-88.94",152750,152750,1150,1150,148585000,"149,359,882",2.5e+08,48.8,NA,NA,10,76,37,0,100,55,"6","6",0.0249,"- 45.43","- 92.91",1984,0.0252,-95.92,3.84e-06,-96.61,"Apollon",19.2844247497128,-8.61750259590427e-08,-68.2583763118982,-73.8032033194978,0
"70",70,356,"APPC",0.0757,9.55699478594604e-06,1.1,4.51,26.8,"61.50","51.91","57.42","-27.88","-59.99",7570000,7570000,1010000,1010000,100054000,"246,203,093",NA,76.75,66,50,80,98,66,75,70,80,"13","13",2.45,"- 27.92","- 98.32",435050,2.41,-96.86,2e-04,-94.39,"AppCoins",955.699478594604,-5.58974264903978e-06,-58.4884974224296,-58.4884974224296,0
"71",71,1274,"APR",0.0138,1.74222626216718e-06,18.39,6.58,29.96,"-41.00","-61.33","-67.50","-87.81","-95.86",101690,101690,22790,22790,7354000,"7,353,803",2.5e+07,37.35,NA,NA,30,66,33,20,100,10,"9","9",1.65,"- 36.71","- 98.70",6508,3.89,-99.64,5e-04,-99.64,"APR Coin",12.8381875796942,-1.32813597178302e-06,-76.2321175282329,-66.3615991793249,0
"72",72,1100,"ARCO",0.1106,1.39630597533109e-05,-0.13,24.02,24.02,"283.91","266.34","270.72","74.48","-34.34",253170,253170,273,273,2289000,"2,288,626",NA,45.1,NA,NA,30,78,43,25,100,15,"33","33",9e-04,"- 14.88","3671.69",76,0.869,-87.27,9.678e-05,-85.57,"AquariusCoin",31.9622770139757,-8.56652822701413e-06,-61.3513683845898,-55.9509797537105,0
"73",73,155,"ANT",0.8368,0.000105644560592862,-0.26,-3.58,19.58,"87.09","54.05","74.87","9.49","-48.66",25660000,25660000,57230,57230,30662000,"39,609,524",NA,71.35,86,75,80,88,48,5,100,90,"21","21",1.49,"- 22.43","- 75.59",97287,7.51,-88.85,0.0014,-92.69,"Aragon",3239.53086139201,-3.36062078173216e-05,-31.8106371295677,-30.6038546803385,0
"74",74,979,"ABX",0.0223,2.81533664103827e-06,-0.54,9.29,-8.62,"-37.03","-54.95","-47.84","-82.38","-82.38",455840,455840,121820,121820,20422000,"25,000,000",NA,50.45,4,0,20,45,70,55,100,70,"6","6",0.0642,"- 33.65","- 47.30",40780,0.1563,-85.72,2.464e-05,-88.56,"Arbidex",57.5490158946584,-2.05394481678353e-06,-72.9555672612585,-72.9173054000839,0
"75",75,1288,"ARCT",9e-04,1.13623451880468e-07,-0.12,48.47,41.34,"31.44","2.89","-19.31","-65.9","-73.59",89880,89880,719,719,94796000,"150,869,765",NA,41.8,14,0,10,53,58,20,70,50,"13","13",0.0073,"- 35.33","- 90.51",738,0.0683,-98.61,5.9e-06,-97.97,"ArbitrageCT",11.3471953944628,-1.00265700577753e-07,-88.2438430784808,-81.6712253069372,0
"76",76,106,"ABT",0.4867,6.14450378113598e-05,0.87,-10.31,-21.01,"583.21","462.78","469.44","177.04","9.23",47970000,47970000,14410000,14410000,98554000,"186,000,000",NA,68.9,83,75,80,73,57,45,100,70,"11","11",1.14,"- 28.83","- 94.35",5319025,1.65,-70.54,2e-04,-63.25,"Arcblock",6056.12998522895,-4.27441859875593e-05,-69.5649111955738,-69.5839767452626,0
"77",77,1155,"ARC",0.0072,9.08987615043745e-07,44.63,88.83,132.43,"117.45","86.27","51.48","-42.81","-70.2",185050,185050,1480,1480,25650000,"25,650,015",NA,37.9,NA,NA,0,78,24,5,100,30,"28","28",0.0071,"- 41.52","- 64.29",105,0.3476,-97.92,2e-04,-99.51,"ArcticCoin",23.3622441894229,-7.35336848108454e-07,-80.8962450025313,-79.5364728128043,0
"78",78,68,"ARDR",0.0841,1.06174803368304e-05,-0.23,-1.54,25.18,"47.27","34.81","49.87","-19.94","-55.95",83990000,83990000,2070000,2070000,998999000,"998,999,495",998999495,72.45,86,50,80,98,90,55,100,15,"30","30",0.0367,"- 23.28","34.26",566415,2.03,-95.86,1e-04,-92.78,"Ardor",10603.593026045,-4.21911746283007e-06,-39.7374643416536,-39.6963318669112,0
"79",79,926,"ARO",0.004,5.04993119468747e-07,-3.03,-7.12,-4.29,"-54.62","-72.43","-76.33","-87.3","-87.3",629860,629860,209260,209260,159429000,"545,399,000",NA,68.35,NA,NA,10,93,64,5,100,80,"6","6",0.0251,"- 42.41","- 73.86",85187,0.0475,-91.68,7.34e-06,-93.19,"Arionum",79.5187415571463,-3.9813110904703e-07,-78.8389175412653,-77.9472668118099,0
"80",80,85,"ARK",0.611,7.71376989988511e-05,-0.34,-1.84,40.04,"50.00","37.03","45.32","-18.98","-54.59",68580000,68580000,2470000,2470000,112246000,"141,560,406",NA,70.8,51,25,80,67,72,95,100,70,"23","23",0.0327,"- 21.43","1014.72",317264,9.29,-93.42,0.0011,-92.73,"Ark",8658.10703329167,-5.25060055966452e-05,-68.0678919362467,-66.7988849145547,0
"81",81,271,"XAS",0.1282,1.61850294789734e-05,13.45,5.89,3.57,"106.41","82.16","97.90","-7.37","-70.26",11970000,11970000,3390000,3390000,93355000,"114,855,331",NA,58,17,0,60,82,48,70,100,70,"22","22",0.0199,"- 26.74","168.51",2373470,1.62,-92.11,5e-04,-96.47,"Asch",1511.19191001023,-1.03343344083843e-05,-63.8511929917094,-63.8476076623959,0
"82",82,437,"ATX",0.0064,8.07988991149996e-07,-0.04,5.01,43.11,"2.38","27.72","-17.16","-69.24","-82.82",5250000,5250000,1,1,8.24e+08,"1,000,000,000",NA,42.55,63,0,30,61,63,0,100,0,"9","9",0.1651,"- 37.28","- 96.92",888,0.1806,-96.47,2.19e-05,-96.35,"Aston",662.803469302731,-7.54557985939137e-07,-93.3871617316454,-92.860250778423,0
"83",83,1694,"ASA",3e-04,3.7874483960156e-08,0.14,-6.06,32.95,"-43.23","-58.38","-59.18","-82.2","-82.2",1,1,2370,2370,1,"342,015,750",NA,48.75,24,25,30,60,57,40,70,50,"4","4",0.0011,"- 34.17","- 55.79",10297,0.0023,-86.96,3.6e-07,-89.02,"Asura Coin",0.000126248279867187,-2.45167326574413e-08,-64.7315292354423,2719099.09594739,0
"84",84,950,"ATB",0.0129,1.62860281028671e-06,-0.23,-11.42,8.63,"64.72","28.68","78.29","-39.34","-77.26",543540,543540,4520000,4520000,42038000,"54,015,027",3e+08,54.3,45,25,30,53,56,55,100,70,"17","17",1.13,"- 29.91","- 99.31",3592413,1.4,-99.08,3e-04,-99.45,"ATB Coin",68.6209900390107,-1.49502529725956e-06,-91.798030054754,-92.1026500777232,0
"85",85,644,"ATCC",0.0066,8.33238647123433e-07,2.33,-2.1,14.97,"-48.01","1.21","-13.79","-57.51","-57.51",2090000,2090000,9990,9990,319212000,"410,000,000",4.1e+08,42.85,NA,NA,30,78,44,0,30,15,"19","19",0.0867,"17.74","- 72.65",224044,1.79,-99.63,4e-04,-99.8,"ATC Coin",263.85890492242,-2.45497589803986e-07,-29.4630584708847,-17.4819033307716,0
"86",86,1327,"ATH",0.0042,5.30242775442185e-07,-0.13,-3.74,24.55,"75.74","30.79","2.14","-68.37","-68.37",68440,68440,246,246,16349000,"16,431,680",NA,47.05,NA,NA,0,86,28,5,100,55,"4","4",0.0092,"- 46.88","- 78.14",230,0.0226,-81.45,3.5e-06,-84.85,"Atheios",8.64043227411027,-4.50096267625896e-07,-84.8849411009039,-83.7519742371932,0
"87",87,806,"ATL",0.0198,2.4997159413703e-06,2.82,-11.49,15.09,"7.35","1.28","-11.48","-41.34","-68.24",1080000,1080000,1830,1830,54175000,"54,175,041",54175041,67,45,75,40,78,67,95,100,50,"15","15",0.416,"- 22.58","- 95.91",55047,2.67,-99.26,2e-04,-98.67,"Atlant",136.348142256562,1.05344590515181e-06,42.1426245965503,41.0738830582305,1
"88",88,1661,"ABDT",0.5922,7.4764231337348e-05,0.02,-6.49,3.94,"13,824","10,533","7,990","1","1",1,1,11730,11730,1,"399,998,765",NA,52.85,49,25,40,66,57,0,100,50,"6","6",0.011,"- 43.96","- 70.99",3613,0.5922,0,7.476e-05,0,"Atlantis Blue Digital Token",0.000126248279867187,-7.44570030573856e-05,-99.5890705027433,44566197.7122179,0
"89",89,1658,"ATP",0.0186,2.34821800552967e-06,-0.07,-6.7,6.9,"-5.86","-23.52","-11.27","-11.27","list(NULL)",1,1,517740,517740,1,"10,000,000,000",NA,52.75,NA,NA,10,100,48,50,100,25,"2","2",0.0135,"- 32.04","46.86",881431,0.041,-54.76,1.124e-05,-79.18,"Atlas Protocol",0.000126248279867187,-1.62689943518308e-06,-69.2822996566755,1472811239.12793,0
"90",90,1082,"ATM",5.927e-05,7.48273554772816e-09,0,0,0,"-16.67","50.85","-63.90","-69.3","-95",276230,276230,1,1,4.66e+09,"10,000,000,000",NA,56.5,66,50,10,98,55,0,100,45,"16","16",0.0263,"- 31.91","- 99.74",169,0.0942,-99.94,1.712e-05,-99.94,"ATMChain",34.873562347713,5.87501575498653e-09,78.5142775327702,79.9454246151562,1
"91",91,461,"ATN",0.0558,7.04465401658902e-06,-0.49,-3.13,-1.93,"42.35","25.94","14.39","-47.57","-78.58",4710000,4710000,69610,69610,84303000,"210,000,000",NA,55.85,44,75,25,58,70,5,100,50,"13","13",1.17,"- 32.43","- 97.24",12768,1.92,-97.1,2e-04,-96.31,"ATN",594.62939817445,-6.36340870015058e-06,-90.3296128548793,-90.2915110222761,0
"92",92,1593,"AWC",0.1606,2.02754737466702e-05,2.26,11.28,28.18,"538.64","113.65","113.65%","list(NULL)","list(NULL)",1,1,45660,45660,1,"100,000,000",NA,58.85,29,50,50,80,51,95,100,30,"1","1",0.0369,"- 25.54","- 33.06",429,0.1606,0,2.027e-05,0,"Atomic Wallet Coin",0.000126248279867187,-1.06578928087156e-05,-52.5654440526498,46035834.8889769,0
"93",93,1004,"ATMI",8e-04,1.00998623893749e-07,-4.45,-0.48,35.91,"-26.23","-49.19","-63.30","-87.07","-97.15",401950,401950,59770,59770,489844000,"1,000,000,000",NA,57.1,49,100,45,30,68,55,100,50,"7","7",0.034,"- 47.82","- 97.33",88837,0.04,-97.95,6.2e-06,-98.39,"Atonomi",50.7454960926157,-6.09253699856054e-08,-60.3229703898725,-62.5160076859833,0
"94",94,953,"AUC",0.0178,2.24721938163593e-06,-1.88,12.64,47.48,"29.84","-20.03","-22.77","-74.94","-88.84",531850,531850,14620,14620,29814000,"65,829,658",NA,51.75,35,50,50,69,47,5,100,50,"10","10",0.5829,"- 40.45","- 98.09",10103,1.23,-98.54,1e-04,-98.28,"Auctus",67.1451476473633,-1.84648684255448e-06,-82.1676271415159,-82.3064146481164,0
"95",95,1052,"ADC",3e-04,3.7874483960156e-08,-0.13,-19.17,-10.11,"30.81","102.07","-9.33","-50.08","-77.86",317960,317960,362,362,967905000,"967,905,242",NA,48.45,8,0,40,93,41,5,100,50,"44","44",3.739e-05,"- 31.56","708.22",211,0.0404,-99.19,3.45e-06,-98.84,"AudioCoin",40.1419030665707,-1.11589813547266e-08,-29.4630584708847,-29.1713359960113,0
"96",96,34,"REP",23.51,0.00296809705967756,-0.29,0.33,21.43,"59.39","149.91","163.42","60.75","-21.49",258630000,258630000,17090000,17090000,1.1e+07,"11,000,000",NA,86.95,86,50,90,88,88,75,100,90,"39","39",1.47,"- 3.19","816.52",10520821,107.7,-78.17,0.0385,-92.29,"Augur",32651.5926220505,-0.00157889092419523,-53.1953939662187,-53.2153773734508,0
"97",97,53,"AOA",0.0216,2.72696284513124e-06,-0.36,4.78,27.12,"143.51","124.78","62.82","-22.56","-57.9",141520000,141520000,648730,648730,6.542e+09,"10,000,000,000",NA,56.15,43,0,50,51,86,50,100,25,"7","7",0.0582,"- 33.05","- 85.54",2091838,0.0601,-64.01,8.93e-06,-69.42,"Aurora",17866.6565668043,-2.11250628520636e-06,-77.4673659004216,-77.4363528616235,0
"98",98,902,"AUR",0.0413,5.21405395851482e-06,-0.12,-0.78,-29.94,"-24.66","-49.44","-60.27","-72.76","-88",725440,725440,733,733,17582000,"17,582,030",NA,42.85,63,0,50,68,37,0,30,40,"59","59",3.21,"- 12.55","- 97.02",266,28.69,-99.86,0.0464,-99.99,"Auroracoin",91.585552146852,3.46848438824974e-06,66.5218353290248,72.1029809584991,1
"99",99,1437,"ATS",3e-04,3.7874483960156e-08,0,0,0,"-60.24","-60.76","-57.49","-88.49","-93.11",30790,30790,1,1,99971000,"100,000,000",NA,46.4,0,0,30,73,55,0,100,50,"16","16",0.0103,"- 44.51","- 94.06",58,0.1283,-99.76,8.14e-06,-99.51,"Authorship",3.88718453711068,-2.74661241450808e-08,-72.5188075802566,-73.2307839633742,0
"100",100,849,"NIO",0.0104,1.31298211061874e-06,-0.68,-8.98,-3.92,"11.22","-21.92","-27.84","-60.85","-31.42",868530,868530,116140,116140,83802000,"150,000,000",NA,57.55,32,50,20,78,55,95,70,60,"15","15",0.0059,"- 32.32","38.12",119818,0.8534,-98.79,5.617e-05,-97.67,"Autonio",109.650418513048,-9.9239607935359e-07,-75.5833663937677,-68.6225000351384,0
"101",101,973,"AUX",0.0044,5.55492431415622e-07,-0.13,5.61,47.75,"32.02","47.97","78.48","-11.46","-11.46",465070,465070,1020,1020,106780000,"300,000,000",3e+08,61.85,NA,NA,30,90,52,95,100,55,"4","4",0.0064,"- 10.61","- 51.07",5222,0.0078,-43.86,1.2e-06,-54.23,"Auxilium",58.7142875178326,-2.48264151453184e-07,-44.6926253919437,-40.0708243782671,0
"102",102,1743,"AV",0.1855,2.34190559153632e-05,0,31.23,31.23,"504.71","311.69","398.31","359.46","372.23",1,1,1,1,1,NA,NA,20.55,NA,NA,0,30,34,0,0,5,"37","37",8.202e-05,"- 12.16","33304.25",59,0.3376,-45.06,7.255e-05,-67.72,"AvatarCoin",0.000126248279867187,-1.76618651038931e-05,-75.4166400546777,5.80541229367272,0
"103",103,783,"AVT",0.1915,2.41765455945663e-05,-0.2,-8.14,-8.42,"14.99","0.20","-7.28","-47.23","-77.89",1150000,1150000,20950,20950,6e+06,"10,000,000",NA,67.95,48,50,50,82,67,95,100,50,"17","17",4.52,"- 23.18","- 96.60",12699,6.29,-96.96,7e-04,-96.67,"Aventus",145.185521847265,-1.18606988934633e-05,-49.0586996685292,-49.0882756984116,0
"104",104,650,"AXPR",0.0073,9.21612443030464e-07,16.37,-7.58,0.68,"22.06","55.35","-6.10","-52.97","-64.11",2070000,2070000,243360,243360,284030000,"349,030,475",NA,55.4,49,50,30,48,70,30,100,50,"12","12",0.2573,"- 26.63","- 97.58",79905,0.0884,-91.77,9.78e-06,-90.59,"aXpire",261.333939325077,-5.34237655251738e-07,-57.9677129244314,-57.9604939859047,0
"105",105,854,"BBC",0.0017,2.14622075774218e-07,-0.85,17.19,22.84,"-0.16","-32.49","-25.18","-77.86","-92.75",861520,861520,15230,15230,5e+08,"1,000,000,000",NA,67.2,65,100,40,78,70,10,100,70,"9","9",0.0333,"10.56","- 72.76",27021,0.0794,-97.83,1.077e-05,-97.96,"B2Bcoin",108.765418071179,-1.21117816655215e-07,-56.4330655261348,-58.3432331276223,0
"106",106,272,"B2B",0.7111,8.97751518135565e-05,-1.28,2.27,23.57,"308.11","147.71","167.32","26.97","161.71",11800000,11800000,163670,163670,16590000,"19,822,337",NA,59.7,71,25,20,73,74,5,100,50,"15","15",1.58,"- 28.82","- 87.17",573300,1.77,-59.72,2e-04,-47.65,"B2BX",1489.7297024328,-2.30932573104048e-05,-25.7234399985916,-12.1277084340681,0
"107",107,520,"BAAS",0.001,1.26248279867187e-07,-0.12,-5.02,-0.92,"-20.60","-12.87","-17.56","-51.63","-51.63",3680000,3680000,1476,1476,3.579e+09,"10,000,000,000",NA,68.25,67,75,45,80,70,55,100,50,"6","6",0.0017,"- 14.30","- 19.18",64398,0.0044,-76.71,6.7e-07,-80.64,"BaaSid",464.593669911248,8.74757409762483e-08,69.2886596698762,104.135442197031,1
"108",108,507,"BAX",2e-04,2.52496559734374e-08,0.98,-0.42,21.09,"-36.25","-55.02","-57.00","-73.18","-80.3",3900000,3900000,24800,24800,2.1e+10,"50,000,000,000",NA,55.95,73,100,30,48,45,75,100,50,"11","11",5e-04,"- 21.98","- 33.04",40733,0.003,-93.87,3.3e-07,-93.92,"BABB",492.368291482029,2.81813492374214e-08,111.610824587345,252.14211578766,1
"109",109,766,"BANCA",6.924e-05,8.74143089800402e-09,2.54,6.94,30.17,"-23.02","-31.15","-34.14","-69.23","-90.69",1240000,1240000,30410,30410,1.7926e+10,"20,000,000,000",NA,59.75,65,75,30,66,70,0,100,50,"11","11",7e-04,"- 32.39","- 89.05",33355,0.005,-98.6,5.8e-07,-98.27,"Banca",156.547867035312,-5.92962424878257e-09,-67.8335654422038,-67.8027304234723,0
"110",110,108,"BNT",0.7635,9.63905616785971e-05,-0.12,3.5,36.23,"40.69","11.24","19.40","-44.4","-66.11",46530000,46530000,4750000,4750000,60948000,"71,673,161",NA,86.95,63,75,90,98,86,50,100,90,"20","20",13.74,"- 30.63","- 96.59",1449247,10.35,-92.62,0.0013,-92.65,"Bancor",5874.3324622202,-6.11127404881276e-05,-63.4011664875455,-62.2529584338068,0
"111",111,1512,"B@",0.001,1.26248279867187e-07,0.81,15.49,14.26,"47.92","79.28","-47.81","-48.52","-86.49",10610,10610,1013,1013,10292000,"25,000,000",NA,29.35,32,0,10,38,17,5,100,50,"22","22",0.4994,"- 20.58","- 99.81",6,4.2,-99.98,0.0018,-99.99,"Bankcoin",1.33949424939085,1.27548994884392e-07,101.030283357978,96.1538604916633,1
"112",112,1675,"BNK",0.0021,2.65121387721092e-07,-0.82,0.66,3.62,"-6.67","-47.23","-52.88","-66.46","-57.54",1,1,14470,14470,1,"25,000,000,000",NA,47.7,83,0,50,63,44,55,70,30,"8","8",0.0106,"- 30.63","- 81.20",25611,0.0259,-92.08,3.47e-06,-92.51,"Bankera",0.000126248279867187,-1.18186123391231e-07,-44.5781173699807,2950912848.87053,0
"113",113,663,"BKX",0.0205,2.58808973727733e-06,-0.58,-2.82,-2.08,"-0.73","-16.46","-25.84","-77.93","-89.87",1940000,1940000,232290,232290,94939000,"400,000,000",NA,71.35,71,50,80,92,74,5,100,50,"13","13",2.82,"- 48.27","- 99.56",322772,2.17,-99.06,2e-04,-98.61,"Bankex",244.921662942342,-1.97363317735245e-06,-76.2582977292246,-34.0079644972451,0
"114",114,1022,"BBN",6e-04,7.57489679203121e-08,2.69,5.82,20.45,"-60.88","-67.06","-79.31","-91.35","-97.67",376940,376940,1388,1388,610736000,"1,000,000,000",NA,50.55,63,50,30,84,36,20,70,50,"11","11",0.1011,"- 46.50","- 98.87",21927,0.1386,-99.55,1.542e-05,-99.48,"Banyan Network",47.5880266131374,-4.90334653148827e-08,-64.7315292354424,-60.0149069315177,0
"115",115,23,"BAT",0.3794,4.78985973816107e-05,-0.19,-1.48,33.64,"209.34","174.28","150.43","4.94","16.65",478810000,478810000,62560000,62560000,1.262e+09,"1,500,000,000",NA,81.6,80,75,70,88,89,55,100,70,"20","20",0.1682,"- 30.42","- 37.46",7668697,0.8644,-56.1,9.347e-05,-48.76,"Basic Attention Token",60448.9388832077,-2.26257319168745e-05,-47.2367316658859,-43.0854786024552,0
"116",116,1218,"BTA",0.0281,3.54757666426795e-06,-2.71,-5.9,14.33,"45.65","82.83","103.12","-25.39","-68.84",142040,142040,1060,1060,5052000,"5,052,026",1e+07,37.3,0,0,30,63,28,0,100,40,"44","44",0.0011,"- 19.85","2389.39",155,1.2,-97.67,4e-04,-99.17,"Bata",17.9323056723352,-2.93312010434307e-06,-82.6795410480109,-82.8002888632716,0
"117",117,1089,"BBS",3.28e-06,4.14094357964373e-10,-0.56,-62.68,159.91,"38.29","77.46","102.42","14.1","14.1",265170,265170,687,687,8.0824e+10,"80,824,318,683",1.8447e+11,57.2,NA,NA,10,100,30,0,70,80,"5","5",1.41e-06,"- 14.73","831.76",580,3.821e-05,-91.41,1e-08,-100,"BBSCoin",33.4772563723819,-3.36619400408627e-10,-81.2905063627042,-80.7397999343229,0
"118",118,332,"BEAM",0.4866,6.14324129833731e-05,-0.5,4.79,2.95,"-52.36","-52.36%",NA,"list(NULL)","list(NULL)",9140000,9140000,8220000,8220000,18775000,"18,775,200",262800000,60.5,73,25,70,75,62,25,70,40,"1","1",0.5752,"- 27.86","152.31",3510924,3.18,-84.71,9e-04,-93.1,"Beam",1153.90927798609,8.24161781158674e-06,13.415748155322,192.759176904484,0
"119",119,447,"BITB",0.0017,2.14622075774218e-07,1.48,6.64,17.85,"65.39","41.77","31.77","-32.97","-54.72",5070000,5070000,219120,219120,3.058e+09,"3,058,468,000",5e+10,53.7,NA,NA,50,83,51,75,100,20,"48","48",4.828e-05,"- 32.21","1544.85",15963,0.0402,-95.87,3.51e-06,-94.02,"Bean Cash",640.078778926637,-1.74548821866074e-07,-81.3284566540578,-79.555138793715,0
"120",120,1108,"BEAT",0.002,2.52496559734374e-07,-0.49,-0.6,8.84,"15.67","1.90","-8.55","-8.55","list(NULL)",245790,245790,43880,43880,122749000,"1,226,667,278",NA,58.15,45,25,60,86,62,0,100,30,"2","2",0.001,"- 48.37","87.63",30617,0.0028,-28.81,7.2e-07,-65.48,"BEAT",31.0305647085558,-1.45634549312656e-07,-57.6778350825308,-57.5728002129281,0
"121",121,1039,"BEE",0.0015,1.8937241980078e-07,-0.49,-6.95,16.74,"-30.56","-69.91","-63.62","-82.5","-92.71",353700,353700,5830,5830,234129000,"500,000,000",NA,65.55,55,75,70,63,64,40,100,70,"11","11",0.2393,"- 25.19","- 98.71",7100,0.1746,-99.13,1.799e-05,-98.94,"Bee Token",44.654016589024,-1.62656917195351e-07,-85.8926116941769,-89.3715965541584,0
"122",122,1727,"BKBT",0.001,1.26248279867187e-07,-0.7,-5.79,-2.37,"136.31","64.43","193.54","36.17","-82.05",1,1,227130,227130,1,"10,000,000,000",NA,37.4,NA,NA,0,76,44,0,100,0,"7","7",0.007,"- 11.87","- 93.18",651168,0.0082,-87.38,1.09e-06,-88.12,"BeeKan",0.000126248279867187,-7.2817274656328e-08,-57.6778350825309,5.80541229367272,0
"123",123,431,"BEET",0.0293,3.69907460010857e-06,0.02,-14.4,-13.08,"878.51","1,499","2,652","1","1",5460000,5460000,282650,282650,186232000,"186,231,678",NA,43.4,NA,NA,10,91,39,25,100,10,"5","5",0.0011,"32.60","240.16",3294,0.0293,0,3.7e-06,0,"Beetle Coin",689.31560807484,-3.03118703497284e-06,-81.9444688918647,-79.8465881345385,0
"124",124,904,"BELA",0.0176,2.22196972566249e-06,-10.9,-11.16,34.16,"147.29","44.84","21.78","-52.02","-80.38",719490,719490,3170,3170,40828000,"48,496,906",NA,45.2,32,0,30,78,47,0,100,20,"59","59",5e-04,"- 42.06","760.35",1171,0.5215,-96.62,2e-04,-98.56,"Bela",90.8343748816422,-1.67430192225119e-06,-75.3521482724967,-73.0475531762994,0
"125",125,1537,"BENJI",3e-04,3.7874483960156e-08,0,0,9.4,"344.50","299.24","152.73","-66.99","-87.67",6490,6490,1,1,20276000,"20,276,099",NA,20.05,NA,NA,0,28,34,0,0,5,"25","25",1.788e-05,"- 41.47","473.59",104,0.0256,-98.75,1.77e-06,-97.74,"BenjiRolls",0.819351336338042,-2.77493084726983e-08,-73.2664991604654,-74.8936309811624,0
"126",126,1360,"BERN",8e-04,1.00998623893749e-07,0,47.12,47.12,"119.06","144.85","117.38","-19.02","-60.83",56200,56200,1,1,71234000,"71,234,301",NA,41.1,NA,NA,10,78,30,0,100,30,"34","34",0.0013,"- 27.05","- 69.82",24,0.0195,-95.96,4.8e-06,-97.92,"BERNcash",7.0951533285359,-6.09253699856054e-08,-60.3229703898725,-59.5040139068167,0
"127",127,1000,"BETHER",0.0011,1.38873107853906e-07,-1.59,-3.99,-13.16,"-27.65","-55.49","-47.87","-69.29","-69.29",413060,413060,94820,94820,359313000,"1,000,000,000",NA,69.2,50,50,45,90,62,45,100,100,"4","4",0.0057,"- 29.66","- 78.47",23949,0.0055,-79.17,8.4e-07,-82.15,"Bethereum",52.1481144819402,-5.87266000376173e-08,-42.2879569307241,-18.3008854619984,0
"128",128,977,"BETR",0.0025,3.15620699667967e-07,-0.18,-1.01,-11.23,"-6.79","-31.43","-36.32","-53.35","-94.89",457230,457230,1790,1790,182652000,"200,585,763",NA,60.05,70,100,15,68,67,10,100,50,"9","9",0.0714,"- 18.81","- 95.83",17711,0.0942,-97.34,1.255e-05,-97.45,"BetterBetting",57.7245010036738,-1.41969932732676e-07,-44.9811856072901,-19.7324686431198,0
"129",129,316,"BZNT",0.0165,2.08309661780858e-06,-2.43,-14.2,-8.71,"-37.30","-36.35","-51.67","-70.63","-69.29",9770000,9770000,491780,491780,591073000,"1,000,000,000",NA,64.2,63,75,20,46,83,55,100,70,"9","9",0.1876,"- 28.97","- 87.91",769109,0.1786,-90.75,2.182e-05,-90.42,"Bezant",1233.44569430242,-1.642290824819e-06,-78.8389175412654,-75.5250530415865,0
