Name,MC #,Symbol,Price,BTC,1h,24h,7d,14d,30d,45d,90d,200d,Mkt. Cap,MCAP BTC,24h Vol,24h Vol BTC,Circ. Supply,Total Supply,Max. Supply,Team,Advisors,Brand/Buzz,Product,Coin,Social,Communication,Business,GitHub,GitHub,Avg. volume,Age (mo),Winning months,label_Price,label_Mkt. Cap,label_growth_rate_Price,label_growth_rate_Mkt. Cap,label_disappeared
Decentraland,90.0,MANA,0.0563,7.11e-06,0.06,3.19,20.24,43.75,24.71,-4.06,-32.3,-55.96,59.13,59.13,18.01,18.01,1.05,2644403343.0,,75.85,86.0,75.0,80.0,98.0,88.0,55.0,100.0,30.0,30.0,2120757.0,17.0,17.0,0.0252,26.43,-0.5523978685612789,-0.5530187721968544,FALSE
Waves Community Token,367.0,WCT,0.7246,9.148e-05,0.73,-4.41,6.01,-16.93,9.44,17.21,170.36,57.88,7.22,7.22,35.39,35.39,9.965,9999990.0,,75.75,0.0,0.0,90.0,98.0,55.0,95.0,100.0,100.0,100.0,45725.0,24.0,24.0,0.0713,712.95,-0.9016008832459288,97.7465373961219,FALSE
Selfkey,280.0,KEY,0.0039,5e-07,-0.17,-5.22,42.65,42.99,36.35,27.82,-47.22,-66.11,11.33,11.33,3.03,3.03,2.868,5999999954.0,,75.7,58.0,75.0,60.0,93.0,79.0,75.0,100.0,,,548306.0,13.0,13.0,0.002,5.85,-0.48717948717948717,-0.4836716681376876,FALSE
Nucleus Vision,258.0,NCASH,0.0022,2.8e-07,0.68,4.44,28.19,13.61,7.38,2.14,-56.2,-82.84,12.76,12.76,1.08,1.08,5.783,10000000000.0,,75.65,71.0,100.0,40.0,78.0,83.0,95.0,100.0,,,476601.0,11.0,11.0,0.001,6.45,-0.5454545454545455,-0.4945141065830721,FALSE
Decred,29.0,DCR,32.17,0.00406086,-0.21,-1.24,25.64,88.32,68.72,68.66,-19.99,-55.87,314.82,314.82,3.34,3.34,9.787,9787455.0,21000000.0,75.45,60.0,0.0,80.0,98.0,71.0,25.0,70.0,90.0,90.0,1233758.0,36.0,36.0,20.73,223.56,-0.355610817531862,-0.28987993138936535,FALSE
Santiment Network Token,82.0,SAN,1.12,0.00014182,1.48,16.44,33.56,257.93,193.3,213.49,134.01,9.04,70.39,70.39,561.15,561.15,62.66,83337000.0,,75.25,55.0,25.0,60.0,93.0,79.0,80.0,100.0,,,57490.0,19.0,19.0,0.232,14.54,-0.7928571428571429,-0.7934365676942747,FALSE
Turtlecoin,404.0,TRTL,0.0001,2e-08,0.11,-4.29,27.02,-0.94,-3.88,116.67,51.21,51.21,6.1,6.1,283.4,283.4,43.656,43656097100.0,1000000000000.0,75.2,,,30.0,88.0,66.0,70.0,70.0,100.0,100.0,194307.0,6.0,6.0,2.802e-05,1.69,-0.7198,-0.7229508196721313,FALSE
Dock,412.0,DOCK,0.0131,1.66e-06,-0.64,2.05,20.79,27.29,42.18,30.87,-50.78,-73.21,5.86,5.86,953.96,953.96,446.946,1000000000.0,,75.2,86.0,100.0,80.0,88.0,70.0,90.0,100.0,50.0,50.0,1200965.0,9.0,9.0,0.0098,5.51,-0.2519083969465649,-0.059726962457337975,FALSE
HOQU,697.0,HQX,0.0101,1.27e-06,1.69,64.78,41.68,7.21,6.88,88.56,15.72,-37.89,1.7,1.7,123.9,123.9,169.144,275854380.0,,75.15,86.0,100.0,50.0,98.0,70.0,75.0,100.0,60.0,60.0,1091361.0,11.0,11.0,0.0015,255.69,-0.8514851485148515,149.40588235294118,FALSE
Stakenet,276.0,XSN,0.137,1.73e-05,1.82,7.82,22.56,75.0,32.05,9.54,-26.85,-57.1,11.5,11.5,71.76,71.76,83.904,89197832.0,,75.05,86.0,0.0,50.0,98.0,68.0,45.0,100.0,90.0,90.0,86381.0,10.0,10.0,0.0538,4.95,-0.6072992700729928,-0.5695652173913043,FALSE
Stratis,65.0,STRAT,0.9149,0.0001155,0.45,-2.94,24.18,-13.09,-16.13,-33.89,-41.54,-66.88,90.87,90.87,4.64,4.64,99.33,99329803.0,,74.95,41.0,100.0,90.0,93.0,74.0,45.0,100.0,,,2561102.0,30.0,30.0,0.2968,29.56,-0.6755929609793421,-0.6747001210520523,FALSE
Elastos,95.0,ELA,3.69,0.00046596,0.63,-5.89,18.85,69.15,34.79,24.54,-46.3,-78.1,56.6,56.6,7.17,7.17,15.335,34453824.0,,74.85,60.0,25.0,80.0,98.0,84.0,45.0,100.0,50.0,50.0,1690859.0,12.0,12.0,1.61,27.37,-0.5636856368563686,-0.5164310954063605,FALSE
Eristica,948.0,ERT,0.0032,4e-07,-29.19,-46.52,-37.17,18.92,-14.08,-6.4,-45.58,-45.58,547.37,547.37,0.0,0.0,172.468,230502120.0,,74.85,75.0,100.0,50.0,88.0,62.0,95.0,100.0,,,397.0,4.0,4.0,0.0021,361.51,-0.34375000000000006,-0.33955094360304733,FALSE
Quantum Resistant Ledger,161.0,QRL,0.3678,4.644e-05,-0.78,-3.29,78.42,151.17,114.66,95.79,-0.15,-28.04,25.02,25.02,137.49,137.49,68.011,68011024.0,105000000.0,74.8,46.0,0.0,50.0,98.0,63.0,70.0,100.0,100.0,100.0,54994.0,20.0,20.0,0.102,7.12,-0.7226753670473084,-0.715427657873701,FALSE
Cappasity,688.0,CAPP,0.0033,4.2e-07,0.07,3.24,31.4,11.26,-7.83,-8.18,-51.46,-73.94,1.75,1.75,49.2,49.2,531.039,663271025.0,,74.8,46.0,100.0,60.0,88.0,70.0,100.0,100.0,,,88354.0,14.0,14.0,0.0008,415.35,-0.7575757575757576,236.34285714285716,FALSE
WePower,382.0,WPR,0.0113,1.43e-06,1.45,-0.51,32.62,-13.94,-18.09,-24.44,-67.07,-73.04,6.79,6.79,681.08,681.08,600.745,745248183.0,,74.75,63.0,100.0,70.0,88.0,60.0,45.0,100.0,,,408800.0,12.0,12.0,0.0079,4.83,-0.3008849557522123,-0.28865979381443296,FALSE
Binance Coin,7.0,BNB,25.97,0.00327915,-0.01,-2.58,34.72,299.55,314.21,323.02,164.95,116.34,3.67,3.67,379.4,379.4,141.175,189175490.0,,74.7,52.0,50.0,50.0,68.0,91.0,80.0,100.0,,,46551737.0,18.0,18.0,15.54,2.42,-0.40161725067385445,-0.34059945504087197,FALSE
Open Platform,660.0,OPEN,0.0027,3.4e-07,1.03,-3.76,0.41,0.87,0.87,0.87,-75.79,-95.9,1.95,1.95,220.13,220.13,718.951,1745447045.0,,74.7,83.0,50.0,80.0,71.0,66.0,55.0,100.0,90.0,90.0,0.0,9.0,9.0,0.0007,748.02,-0.7407407407407407,382.59999999999997,FALSE
Insolar,301.0,INS,0.3181,4.015e-05,-0.24,0.42,6.77,3.47,-0.4,7.44,-43.5,-47.47,10.34,10.34,1.19,1.19,32.5,50000000.0,,74.65,82.0,0.0,70.0,80.0,85.0,75.0,100.0,,,795331.0,13.0,13.0,0.1854,6.02,-0.4171644137063816,-0.4177949709864604,FALSE
BitDegree,787.0,BDG,0.0031,4e-07,-0.31,22.68,53.92,-4.71,-10.03,13.45,-58.14,-83.46,1.14,1.14,1.71,1.71,364.571,514800000.0,,74.65,55.0,100.0,70.0,83.0,64.0,95.0,100.0,,,560.0,13.0,13.0,0.0008,308.88,-0.7419354838709677,269.94736842105266,FALSE
Particl,114.0,PART,5.29,0.00066764,-5.35,10.36,24.77,77.45,139.29,122.63,134.0,-2.33,42.67,42.67,695.06,695.06,8.069,9065480.0,,74.55,57.0,75.0,60.0,93.0,71.0,80.0,100.0,,,133353.0,19.0,19.0,0.8962,7.23,-0.8305860113421549,-0.8305601124912115,FALSE
Request Network,241.0,REQ,0.0196,5.68e-06,0.12,0.45,-4.47,-11.57,-21.53,-28.63,-61.6,-71.63,14.32,14.32,103.44,103.44,729.658,999987398.0,,74.5,59.0,50.0,80.0,92.0,83.0,0.0,100.0,,,312895.0,16.0,16.0,,,,,TRUE
DADI,509.0,DADI,0.0516,6.51e-06,0.99,9.5,16.05,56.95,35.47,11.56,-41.48,-48.93,3.88,3.88,249.34,249.34,75.215,100000000.0,100000000.0,74.45,100.0,100.0,80.0,73.0,66.0,25.0,100.0,80.0,80.0,152366.0,12.0,12.0,,,,,TRUE
Loopring [NEO],376.0,LRN,0.0614,7.75e-06,3.59,1.61,1.13,-24.32,-27.73,-22.6,-52.63,-74.92,6.97,6.97,104.39,104.39,113.603,113602931.0,113602931.0,74.4,48.0,75.0,70.0,92.0,75.0,75.0,100.0,,,153599.0,9.0,9.0,0.012,1.37,-0.8045602605863191,-0.8034433285509326,FALSE
Peercoin,298.0,PPC,0.4105,5.182e-05,1.4,-3.2,-14.07,-17.56,-38.4,-27.7,-64.78,-72.04,10.41,10.41,193.9,193.9,25.358,25357704.0,,74.35,,,80.0,98.0,47.0,5.0,100.0,90.0,90.0,198685.0,69.0,69.0,0.1676,4.32,-0.5917174177831912,-0.585014409221902,FALSE
Vertcoin,172.0,VTC,0.4605,5.814e-05,0.16,1.71,11.73,76.45,55.96,54.83,-30.11,-55.21,22.79,22.79,1.15,1.15,49.495,49495397.0,84000000.0,74.35,66.0,0.0,90.0,100.0,63.0,25.0,100.0,80.0,80.0,217911.0,61.0,61.0,0.2108,11.06,-0.5422366992399567,-0.5146994295743746,FALSE
Melon,313.0,MLN,8.27,0.00104376,2.02,5.27,17.4,12.48,-4.56,14.78,-39.84,-62.77,9.81,9.81,97.08,97.08,1.187,1250000.0,,74.35,86.0,75.0,50.0,73.0,74.0,75.0,100.0,80.0,80.0,20903.0,23.0,23.0,3.08,3.85,-0.6275695284159613,-0.6075433231396534,FALSE
Everex,218.0,EVX,0.7179,9.063e-05,1.35,-1.6,18.74,188.71,187.38,180.45,38.17,4.88,16.22,16.22,3.4,3.4,22.6,25000000.0,,74.3,63.0,75.0,70.0,76.0,69.0,95.0,100.0,,,1349456.0,16.0,16.0,0.287,6.51,-0.6002228722663324,-0.5986436498150431,FALSE
CyberMiles,139.0,CMT,0.0389,4.91e-06,-0.71,-3.44,22.34,36.78,44.68,34.9,-56.68,-74.02,31.1,31.1,10.99,10.99,800.0,1000000000.0,,74.2,64.0,75.0,90.0,83.0,53.0,95.0,100.0,,,2636590.0,14.0,14.0,0.0143,11.48,-0.6323907455012853,-0.6308681672025723,FALSE
Linkey,144.0,LKY,0.5975,7.543e-05,0.19,-1.53,5.09,-12.34,-22.02,-28.06,9.0,9.0,29.87,29.87,543.21,543.21,50.0,195000000.0,,74.15,,,100.0,53.0,80.0,20.0,70.0,80.0,80.0,626735.0,6.0,6.0,0.0434,2.17,-0.9273640167364017,-0.9273518580515568,FALSE
DAV Coin,876.0,DAV,0.0014,1.8e-07,1.7,-0.27,22.99,-38.9,-58.45,-61.09,-79.61,-79.61,780.56,780.56,53.65,53.65,542.945,1380276938.0,,74.05,54.0,100.0,70.0,94.0,70.0,45.0,100.0,,,45206.0,5.0,5.0,0.0002,122.35,-0.8571428571428571,-0.843253561545557,FALSE
Distributed Credit Chain,625.0,DCC,0.0008,9e-08,-0.19,3.14,5.61,-38.8,-50.65,-53.11,-82.67,-96.85,2.26,2.26,4.75,4.75,3.017,3423933690.0,,74.0,83.0,100.0,50.0,78.0,70.0,95.0,100.0,70.0,70.0,98280.0,7.0,7.0,,,,,TRUE
DomRaider,489.0,DRT,0.007,8.8e-07,0.13,2.44,67.61,217.45,227.34,262.62,26.99,-20.21,4.12,4.12,1.35,1.35,591.5,1300000000.0,,74.0,80.0,75.0,50.0,88.0,70.0,45.0,100.0,,,38555.0,16.0,16.0,0.0008,444.15,-0.8857142857142857,106.80339805825241,FALSE
SIRIN LABS Token,265.0,SRN,0.0253,3.19e-06,1.98,-0.78,14.4,-26.69,-37.09,-41.14,-83.44,-84.8,12.42,12.42,1.57,1.57,491.821,572166104.0,,73.9,86.0,75.0,80.0,98.0,84.0,40.0,100.0,30.0,30.0,903692.0,13.0,13.0,0.0073,3.6,-0.7114624505928854,-0.7101449275362319,FALSE
SpankChain,495.0,SPANK,0.0136,1.72e-06,0.09,6.64,63.51,5.88,-18.8,-11.07,-72.9,-80.65,4.08,4.08,46.84,46.84,300.043,1000000000.0,,73.6,52.0,100.0,60.0,81.0,70.0,80.0,100.0,,,28230.0,14.0,14.0,0.0043,1.28,-0.6838235294117647,-0.6862745098039215,FALSE
Pirl,751.0,PIRL,0.0297,3.75e-06,-0.18,8.95,11.33,-9.83,15.66,-14.26,-60.95,-85.37,1.32,1.32,6.72,6.72,44.369,44369080.0,156306733.0,73.6,,,50.0,88.0,66.0,100.0,70.0,80.0,80.0,41772.0,15.0,15.0,0.0074,444.13,-0.7508417508417509,335.4621212121212,FALSE
Bitcoin Gold,25.0,BTG,23.18,0.00292634,-0.79,-4.95,17.38,103.34,71.69,49.14,-23.89,-19.89,405.96,405.96,29.74,29.74,17.514,17513924.0,21000000.0,73.55,60.0,25.0,80.0,88.0,73.0,45.0,100.0,70.0,70.0,5210282.0,15.0,15.0,6.01,105.27,-0.7407247627264885,-0.7406887378066805,FALSE
Odyssey,189.0,OCN,0.0027,3.4e-07,-0.23,-3.43,25.82,-3.4,-21.65,-16.48,-67.28,-61.71,19.54,19.54,12.37,12.37,7.296,10000000000.0,,73.5,43.0,75.0,80.0,73.0,84.0,75.0,100.0,55.0,55.0,2415902.0,12.0,12.0,0.0006,3.99,-0.7777777777777779,-0.7958034800409416,FALSE
Bottos,418.0,BTO,0.0105,1.32e-06,2.34,6.88,25.01,10.34,-0.4,3.53,-66.05,-87.75,5.72,5.72,507.47,507.47,545.99,1000000000.0,,73.5,83.0,100.0,50.0,88.0,70.0,5.0,100.0,80.0,80.0,304974.0,13.0,13.0,0.0037,2.03,-0.6476190476190476,-0.6451048951048951,FALSE
Neblio,188.0,NEBL,1.36,0.00017182,-0.29,-4.73,17.05,21.07,-1.82,-8.57,-44.35,-64.27,19.63,19.63,807.47,807.47,14.42,15142560.0,,73.45,83.0,0.0,80.0,98.0,63.0,20.0,100.0,80.0,80.0,145420.0,17.0,17.0,0.5278,8.0,-0.6119117647058824,-0.5924605196128375,FALSE
Airswap,438.0,AST,0.0349,4.4e-06,0.2,-0.82,5.28,17.28,15.48,10.55,-64.97,-76.43,5.23,5.23,1.58,1.58,150.0,500000000.0,,73.45,51.0,100.0,70.0,76.0,74.0,75.0,100.0,,,497333.0,16.0,16.0,0.025,3.75,-0.2836676217765043,-0.28298279158699813,FALSE
ICON,44.0,ICX,0.3897,4.919e-05,-0.17,-1.68,30.77,66.8,36.09,50.71,-36.63,-71.43,184.47,184.47,21.57,21.57,473.407,800460000.0,,73.35,57.0,75.0,80.0,87.0,74.0,50.0,100.0,,,5732564.0,15.0,15.0,0.1333,67.8,-0.6579420066717987,-0.6324605626931209,FALSE
Emercoin,294.0,EMC,0.2446,3.088e-05,-0.42,-4.17,8.15,-17.11,-24.7,-41.98,-75.0,-91.65,10.73,10.73,143.28,143.28,43.865,43864507.0,,73.3,83.0,100.0,50.0,80.0,63.0,75.0,100.0,80.0,80.0,85654.0,53.0,53.0,0.0721,3.23,-0.705233033524121,-0.6989748369058714,FALSE
Horizen,73.0,ZEN,12.22,0.00154233,-0.23,-4.53,5.68,162.93,131.65,121.25,-17.2,-56.05,78.94,78.94,3.18,3.18,6.461,6461425.0,21000000.0,73.25,100.0,100.0,50.0,98.0,68.0,75.0,100.0,50.0,50.0,428323.0,20.0,20.0,,,,,TRUE
Enjin Coin,59.0,ENJ,0.1504,1.899e-05,-0.09,-1.95,23.42,320.79,291.1,233.26,204.58,150.61,115.42,115.42,18.89,18.89,767.433,1000000000.0,,73.2,55.0,100.0,80.0,55.0,83.0,100.0,100.0,,,891189.0,15.0,15.0,0.086,67.46,-0.4281914893617022,-0.41552590538901407,FALSE
Tezos,16.0,XTZ,1.7,0.00021443,0.59,-2.0,51.53,300.13,252.47,231.45,28.33,-17.96,1.12,1.12,10.84,10.84,661.274,794322194.0,,73.15,48.0,75.0,80.0,83.0,72.0,80.0,100.0,,,1872600.0,16.0,16.0,1.48,977.89,-0.12941176470588234,872.1160714285713,FALSE
Loopring,92.0,LRC,0.0656,8.29e-06,-0.15,-1.79,18.61,-26.02,53.92,42.07,-41.0,-75.95,58.76,58.76,12.24,12.24,895.324,1375076043.0,,72.95,50.0,50.0,70.0,72.0,87.0,75.0,100.0,,,3812404.0,17.0,17.0,0.0247,22.59,-0.6234756097560976,-0.6155547991831178,FALSE
Storm,196.0,STORM,0.0032,4e-07,0.62,3.76,28.63,8.24,0.03,-8.94,-64.69,-81.81,18.25,18.25,4.63,4.63,5.755,10000000000.0,,72.95,57.0,75.0,50.0,78.0,83.0,50.0,100.0,,,1241331.0,14.0,14.0,0.0014,9.31,-0.5625,-0.4898630136986301,FALSE
Substratum,319.0,SUB,0.0252,3.18e-06,-0.21,-10.07,0.52,-45.53,-52.71,-52.59,-77.66,-89.64,9.66,9.66,44.57,44.57,383.021,472000000.0,,72.9,49.0,50.0,90.0,77.0,79.0,50.0,100.0,,,250006.0,16.0,16.0,0.0043,1.64,-0.8293650793650794,-0.8302277432712215,FALSE
Dether,836.0,DTH,0.0107,1.35e-06,-1.25,-15.46,32.32,74.47,25.03,0.9,-28.58,-71.99,911.71,911.71,2.87,2.87,85.0,100000000.0,,72.9,48.0,75.0,70.0,91.0,64.0,75.0,100.0,,,835.0,12.0,12.0,0.002,165.9,-0.8130841121495327,-0.8180342433449234,FALSE
THETA,60.0,THETA,0.113,1.427e-05,1.55,-1.83,42.06,116.54,116.78,98.29,24.13,-13.06,98.41,98.41,11.92,11.92,870.503,1000000000.0,,72.75,58.0,25.0,80.0,92.0,85.0,0.0,100.0,,,2433367.0,13.0,13.0,0.0776,67.54,-0.31327433628318585,-0.31368763337059236,FALSE
Eidoo,200.0,EDO,0.6164,7.782e-05,-2.36,-6.16,7.39,-24.84,-33.01,-30.49,-54.02,-33.56,18.04,18.04,7.52,7.52,29.261,90208328.0,,72.75,69.0,0.0,60.0,82.0,74.0,95.0,100.0,,,465902.0,16.0,16.0,0.2423,12.59,-0.6069110966904607,-0.3021064301552106,FALSE
TrueChain,79.0,TRUE,0.9255,0.00011684,1.09,6.02,15.45,276.96,243.37,238.18,129.22,4.8,73.65,73.65,75.18,75.18,79.576,100000000.0,,72.75,,,50.0,73.0,84.0,45.0,70.0,70.0,70.0,12536574.0,12.0,12.0,0.2231,17.75,-0.7589411129119396,-0.7589952477936185,FALSE
NIX,322.0,NIX,0.2219,2.801e-05,0.32,-8.01,22.49,64.44,37.09,33.53,-56.18,-56.18,9.6,9.6,93.29,93.29,43.245,43245163.0,,72.7,,,50.0,96.0,66.0,70.0,70.0,70.0,70.0,22987.0,6.0,6.0,0.0756,3.27,-0.6593059936908517,-0.659375,FALSE
CEEK VR,658.0,CEEK,0.004,5e-07,-0.54,7.93,41.93,2.47,-3.18,-3.37,-63.52,-87.72,1.96,1.96,23.39,23.39,491.952,1000000000.0,,72.65,56.0,100.0,60.0,76.0,70.0,75.0,100.0,,,34446.0,8.0,8.0,0.002,1.01,-0.5,-0.4846938775510204,FALSE
DeepOnion,406.0,ONION,0.3757,4.744e-05,-0.7,4.5,21.89,154.05,68.56,107.04,19.33,-52.34,6.06,6.06,19.97,19.97,16.117,21108978.0,25000000.0,72.65,80.0,0.0,80.0,98.0,50.0,45.0,100.0,90.0,90.0,6694.0,18.0,18.0,0.157,2.53,-0.5821133883417621,-0.5825082508250825,FALSE
FintruX Network,534.0,FTX,0.0369,4.66e-06,0.24,-3.24,28.34,364.51,319.88,297.07,74.94,7.78,3.51,3.51,16.6,16.6,95.0,100000000.0,,72.65,78.0,100.0,25.0,88.0,64.0,90.0,100.0,,,2409.0,9.0,9.0,0.0072,685.53,-0.8048780487804879,194.30769230769232,FALSE
Blockport,908.0,BPT,0.0127,1.61e-06,13.57,-86.96,-86.74,-89.76,-81.11,-73.87,-87.19,-90.29,679.26,679.26,349.23,349.23,53.403,69434800.0,,72.55,53.0,75.0,60.0,88.0,70.0,90.0,100.0,,,190412.0,12.0,12.0,0.0353,1.99,1.779527559055118,-0.9970703412537173,FALSE
Dai,71.0,DAI,1.01,0.0001274,-0.01,0.48,1.59,1.27,-0.07,-0.36,0.87,0.51,81.29,81.29,74.42,74.42,80.549,80549101.0,,72.5,80.0,0.0,50.0,88.0,73.0,50.0,100.0,80.0,80.0,7392193.0,13.0,13.0,,,,,TRUE
Ardor,68.0,ARDR,0.0841,1.061e-05,-0.23,-1.54,25.18,47.27,34.81,49.87,-19.94,-55.95,83.99,83.99,2.07,2.07,998.999,998999495.0,998999495.0,72.45,86.0,50.0,80.0,98.0,90.0,55.0,100.0,15.0,15.0,566415.0,30.0,30.0,0.0479,47.87,-0.4304399524375743,-0.43005119657102037,FALSE
BLOCKv,266.0,VEE,0.0053,6.7e-07,1.16,1.31,27.76,2.93,33.8,34.77,-42.6,-71.66,12.4,12.4,35.38,35.38,2.334,3646271241.0,,72.45,52.0,75.0,60.0,78.0,79.0,80.0,100.0,,,43048.0,14.0,14.0,0.0014,4.24,-0.7358490566037735,-0.6580645161290323,FALSE
Divi,464.0,DIVI,0.0045,5.6e-07,3.47,3.85,-7.74,79.62,55.2,30.74,-55.98,-99.57,4.59,4.59,61.28,61.28,1.027,1026866640.0,,72.45,86.0,100.0,50.0,88.0,51.0,95.0,100.0,80.0,80.0,8869.0,14.0,14.0,0.014,19.54,2.1111111111111116,3.2570806100217866,FALSE
VeriME,1076.0,VME,0.0016,2e-07,7.36,22.82,56.08,-13.2,-70.3,-64.13,-52.94,-93.49,286.93,286.93,41.73,41.73,176.747,400000000.0,,72.45,70.0,100.0,50.0,78.0,65.0,55.0,100.0,,,29770.0,9.0,9.0,0.0002,41.9,-0.875,-0.8539713518976754,FALSE
Edgeless,304.0,EDG,0.0872,1.101e-05,-0.46,-8.41,6.31,-42.85,-46.66,-35.62,-36.18,-73.99,10.21,10.21,230.13,230.13,117.047,132046997.0,,72.3,14.0,100.0,70.0,88.0,79.0,70.0,100.0,,,182674.0,22.0,22.0,0.0086,1.01,-0.9013761467889909,-0.901077375122429,FALSE
Social Send,941.0,SEND,0.0147,1.86e-06,-12.35,-3.06,-3.25,-19.89,-15.4,-31.78,-61.99,-78.31,568.99,568.99,351.14,351.14,38.678,38677760.0,,72.3,,,50.0,98.0,54.0,75.0,100.0,80.0,80.0,4639.0,14.0,14.0,0.0026,133.73,-0.8231292517006803,-0.7649695073727131,FALSE
KickCoin,522.0,KICK,0.0033,4.2e-07,-1.2,-3.18,8.12,-46.06,-42.26,-45.06,-80.81,-96.84,3.64,3.64,512.6,512.6,1.097,1143507262.0,,72.25,48.0,100.0,60.0,78.0,70.0,75.0,100.0,,,157595.0,16.0,16.0,,,,,TRUE
SureRemit,700.0,RMT,0.0034,4.3e-07,-1.05,2.52,33.88,2.69,-25.37,-23.28,-74.6,-87.14,1.7,1.7,14.02,14.02,500.0,1000000000.0,,72.25,45.0,100.0,30.0,80.0,76.0,95.0,100.0,,,4765.0,12.0,12.0,0.0013,663.16,-0.6176470588235294,389.0941176470588,FALSE
Rentberry,967.0,BERRY,0.0017,2.1e-07,19.86,21.57,-13.16,-19.91,-12.35,-40.11,-78.04,-90.82,504.56,504.56,3.71,3.71,301.431,301473028.0,,72.2,77.0,0.0,55.0,88.0,64.0,95.0,100.0,,,1811.0,10.0,10.0,0.0003,96.9,-0.823529411764706,-0.8079514824797843,FALSE
Bitcoin SV,15.0,BSV,65.5,0.00826909,0.13,-5.96,14.41,-13.46,-25.88,-39.05,-25.82,-25.82,1.16,1.16,281.03,281.03,17.783,17783136.0,21000000.0,72.15,,,30.0,80.0,77.0,0.0,30.0,90.0,90.0,68721271.0,3.0,3.0,95.63,1.73,0.4599999999999999,0.4913793103448277,FALSE
DMarket,299.0,DMT,0.2066,2.609e-05,-0.2,-3.49,11.44,-3.96,-18.99,-22.36,-46.78,19.08,10.38,10.38,1.91,1.91,50.216,56921773.0,,72.15,82.0,100.0,70.0,58.0,83.0,25.0,100.0,,,403883.0,12.0,12.0,0.1361,7.75,-0.34123910939012586,-0.2533718689788054,FALSE
CyberVein,238.0,CVT,0.0136,1.71e-06,0.53,8.43,12.45,157.26,150.55,92.78,-23.68,-78.82,14.37,14.37,244.57,244.57,1.06,2147483648.0,,72.15,,,80.0,81.0,66.0,5.0,100.0,70.0,70.0,66015.0,10.0,10.0,0.0069,7.27,-0.4926470588235294,-0.49408489909533754,FALSE
Nebulas Token,97.0,NAS,1.22,0.00015413,0.63,-1.71,39.56,114.21,100.07,79.86,-14.5,-65.25,55.55,55.55,8.91,8.91,45.5,100000000.0,100000000.0,71.95,70.0,50.0,70.0,68.0,75.0,95.0,100.0,,,2192602.0,17.0,17.0,0.4257,22.12,-0.6510655737704918,-0.6018001800180017,FALSE
Endor Protocol,247.0,EDR,0.0187,2.36e-06,0.34,-0.34,2.36,-41.61,-50.84,-59.43,-72.45,-65.04,13.9,13.9,4.22,4.22,744.367,1469212017.0,,71.95,53.0,100.0,15.0,86.0,83.0,70.0,100.0,,,1968607.0,8.0,8.0,0.0034,2.82,-0.8181818181818182,-0.7971223021582734,FALSE
OriginTrail,308.0,TRAC,0.035,4.42e-06,0.32,-4.36,23.02,80.3,45.11,37.67,-7.45,-62.14,10.0,10.0,37.81,37.81,285.429,500000000.0,,71.95,86.0,100.0,50.0,63.0,66.0,55.0,100.0,90.0,90.0,8190.0,12.0,12.0,0.0084,2.43,-0.7600000000000001,-0.757,FALSE
Remme,512.0,REM,0.0062,7.9e-07,2.85,1.42,28.07,37.85,24.26,31.09,0.31,-47.43,3.83,3.83,524.25,524.25,614.315,1000000000.0,,71.95,,,50.0,73.0,66.0,45.0,100.0,90.0,90.0,304177.0,11.0,11.0,0.0042,2.77,-0.3225806451612903,-0.27676240208877284,FALSE
Holo,42.0,HOT,0.0014,1.8e-07,0.89,-0.4,27.09,108.29,162.15,172.17,34.11,200.99,192.06,192.06,24.29,24.29,133.215,177619433541.0,,71.85,66.0,0.0,70.0,71.0,89.0,95.0,100.0,,,10859451.0,9.0,9.0,0.0007,117.21,-0.5,-0.3897219618869104,FALSE
Blocknet,260.0,BLOCK,2.19,0.00027668,-2.35,6.31,1.69,10.94,45.33,22.94,-44.76,-82.74,12.71,12.71,14.29,14.29,5.798,5798172.0,,71.75,100.0,0.0,50.0,88.0,63.0,75.0,100.0,80.0,80.0,38523.0,51.0,51.0,0.6402,4.07,-0.7076712328767123,-0.6797797010228167,FALSE
Credits,278.0,CS,0.0711,8.97e-06,3.28,18.11,10.05,13.53,-32.62,-37.74,-60.56,-69.07,11.37,11.37,2.68,2.68,159.973,249471071.0,249471071.0,71.75,100.0,75.0,90.0,53.0,75.0,75.0,100.0,60.0,60.0,1234277.0,11.0,11.0,0.0729,13.56,0.025316455696202673,0.19261213720316636,FALSE
EOS,5.0,EOS,6.49,0.00081931,0.39,2.26,34.38,164.09,134.47,129.65,17.12,-17.33,5.92,5.92,4.05,4.05,911.873,1011872862.0,,71.65,31.0,0.0,90.0,93.0,83.0,45.0,100.0,,,729732893.0,19.0,19.0,2.73,2.57,-0.5793528505392912,-0.5658783783783784,FALSE
Cofound.it,439.0,CFI,0.016,4.65e-06,0.0,0.0,0.0,0.06,-19.74,-7.28,-41.49,-56.99,5.21,5.21,0.0,0.0,325.0,500000000.0,,71.6,82.0,100.0,20.0,84.0,64.0,60.0,100.0,,,207.0,20.0,20.0,,,,,TRUE
Loki,361.0,LOKI,0.2049,2.587e-05,-0.17,-6.68,-4.74,38.12,-6.65,-9.8,-61.45,-15.68,7.44,7.44,37.3,37.3,36.31,37920878.0,,71.6,86.0,100.0,30.0,96.0,51.0,80.0,70.0,90.0,90.0,7324.0,9.0,9.0,0.3785,16.83,0.8472425573450464,1.2620967741935478,FALSE
